000000,-30.61822,0.0114,0.015,-0.0215,0.0813,-0.0169,0.0284,-0.0341,-0.0288,-0.0213,-0.0605,0.0093,-0.0202,0.0172,-0.0409,0.0551,0.0344,0.0122,-0.006,0.0177,0.0224,0.0655,-0.0422,-0.0072,-0.0259,-0.0171,-0.0011,-0.0457,0.0519,-0.0203,0.0251,0.0193,0.0085,0.0056,0.0038,-0.0017,-0.0135,-0.1009,0.0375,-0.0309
000001,-30.51815,0.0777,0.0284,0.2004,-0.0679,0.1943,0.0228,0.211,-0.0177,-0.1711,-0.1766,-0.0946,-0.1452,0.0028,-0.1387,0.1361,0.1774,-0.1112,-0.0911,-0.0514,0.3395,-0.1378,0.1264,0.0974,0.2446,-0.1608,-0.3409,-0.1263,0.0785,0.4522,0.0494,-0.1564,-0.4183,-0.2678,-0.2258,-0.0224,0.0192,0.1541,0.0347,0.2152
000002,-30.4097,0.2413,0.1262,-0.0159,-0.2039,0.0354,0.1884,-0.0607,-0.0091,-0.0249,-0.0928,-0.176,-0.0462,0.1383,0.3628,0.1911,-0.5346,-0.0017,-0.2114,-0.0261,-0.0783,-0.2908,0.1202,0.1869,0.0665,0.2255,0.034,0.2653,-0.0959,-0.6059,-0.0517,-0.0049,0.2357,0.1542,0.012,0.1796,-0.3449,0.2756,-0.2991,0.1079
000003,-30.30793,0.111,-0.1607,0.0185,0.0291,-0.114,0.178,-1.1124,-0.8928,0.0493,0.0873,0.2303,0.0434,-0.0414,0.2655,-0.1683,-0.3773,0.1895,0.315,-0.0602,0.2889,0.001,-0.2553,0.128,-0.3321,0.7127,0.6539,-0.2783,0.1181,-0.3157,-0.0357,-0.1531,-0.1822,0.0138,0.8093,0.0135,0.4926,0.1592,-0.112,-0.3145
000004,-30.18208,0.2022,0.1433,-0.0087,-0.0386,0.3252,0.4334,-0.1601,-0.5385,0.0453,0.2171,0.6397,-0.546,0.0348,0.3764,0.0817,0.0203,-0.1951,-0.0915,-0.5729,-0.3567,-0.6384,-0.2176,-0.2698,0.5419,0.1704,-0.113,-0.4623,0.0249,-0.8793,0.3974,0.0784,0.4342,0.0641,0.1968,0.3823,0.1556,0.0463,0.0436,0.0148
000005,-30.05469,-0.2019,-0.1542,0.4703,-0.3014,-0.1502,-0.1415,0.384,-0.6636,0.6041,0.6576,-0.098,0.0932,0.3663,0.4482,-0.0227,-0.1619,0.7196,-0.1142,-0.8361,-0.5204,-1.259,0.4792,-0.2726,0.6057,-0.1956,-0.2053,-0.2246,-0.0915,-0.7889,-0.3642,-0.1722,0.6988,-0.3431,0.4475,0.8719,0.5792,-0.3608,0.098,0.1066
000006,-29.94322,0.0367,-0.3501,0.2772,-0.0172,1.2292,-2.3684,0.0601,-0.3352,-0.2211,0.3593,-0.1022,0.0398,-0.1599,0.1314,-0.3713,-0.3018,-0.0024,0.1659,-1.171,-1.1929,-0.4012,0.0228,0.3704,0.343,0.2115,-0.0375,-0.0233,0.1844,0.2382,0.2277,0.3032,-0.0115,0.2051,0.0467,0.1488,1.6378,0.4832,-0.0669,0.5085
000007,-30.05704,-0.1327,-0.5967,-0.334,-0.698,0.0342,-0.8019,0.5881,0.1044,0.5451,0.2845,0.8183,0.5197,0.009,-0.35,0.144,-0.7748,-0.3558,-0.288,0.305,0.5565,0.186,-0.2127,-0.1695,-0.1884,0.5657,0.987,0.3566,-0.1458,0.1328,-0.4431,-0.2631,-0.1527,-0.0578,-0.0457,-0.0718,0.1265,0.5307,-0.912,0.2267
000008,-29.71627,0.1834,0.2775,0.1869,0.9517,1.4417,1.0713,0.051,-0.3217,-0.4538,-1.4995,-0.7498,-1.4881,-0.0579,-0.506,0.0403,0.6912,0.1479,0.1397,-0.1954,-0.4298,0.1259,0.2949,0.3335,0.3852,-0.1702,-0.1589,0.4842,-0.1353,-0.1527,-0.0407,0.0588,0.4135,-0.6056,-0.2683,0.1426,-0.1666,0.1263,-0.4329,0.3158
000009,-29.83769,0.0833,0.1554,-0.1117,-0.4823,0.0581,-0.8804,-0.3701,-0.1207,-0.3614,0.8824,0.0921,0.7174,0.112,0.0836,0.2247,0.5651,0.13,0.002,0.1536,-0.0756,-0.1348,0.2098,0.7551,0.1689,-0.2254,-0.6105,-0.1392,0.0875,0.1647,0.0123,-0.8338,-0.5264,0.0957,-0.2364,0.0146,-0.231,0.0438,-0.1191,0.6601
000010,-29.74735,-0.2784,-0.019,-0.1624,0.2692,0.5008,-1.5048,-0.3278,-0.0026,0.7184,-0.1788,-0.3801,0.328,0.1438,0.2955,0.1478,-1.333,-0.6002,0.032,-0.4951,-0.8063,-0.2866,0.3261,-0.7225,0.168,0.2668,1.3839,-0.355,-0.0857,-0.4711,0.1556,0.1561,0.7133,-0.2766,0.3507,-0.1166,1.2284,1.1907,0.2572,-0.2094
000011,-29.55887,-0.004,-0.5876,-0.0123,0.3096,-0.8405,0.4649,0.1619,0.663,-0.135,-0.3381,0.217,0.1414,0.2429,0.7591,-1.154,-0.455,-1.3657,1.012,-0.2159,0.4526,-0.3393,0.3739,0.2131,0.2209,0.2924,-0.1294,0.0851,0.0242,-0.196,0.6943,0.3518,0.4918,-0.4767,-0.2772,-0.3628,0.2543,-0.4644,0.7117,-0.7544
000012,-29.45585,-0.5531,-1.1999,-0.3462,0.5562,-0.7631,0.5466,0.5708,1.2271,0.4885,-0.2764,0.5211,0.4122,-0.0685,0.1013,-0.492,-0.4639,-0.8813,-0.4642,0.0403,0.182,-0.0009,0.444,0.0346,0.2162,0.3528,0.0706,0.0063,0.1906,-0.1049,1.0447,0.374,0.7301,-0.4434,-0.577,-0.3896,-0.2773,-0.5808,0.4798,-0.7053
000013,-29.29715,-0.7899,0.6121,-0.1721,-0.1952,0.2876,-0.6144,0.0554,0.4135,-0.1973,1.3126,1.0926,-0.4849,-0.1123,-0.5306,0.1814,0.1709,-0.4489,-0.5455,1.1954,-0.0239,1.1399,-0.7328,-1.1668,-0.7011,0.2686,-0.3307,0.2499,0.4712,-0.3337,0.691,-1.4239,0.3747,-0.2869,0.1675,-0.1411,0.4889,-0.3812,0.1728,0.2303
000014,-29.58166,0.1748,0.2187,0.2019,0.2698,-0.1488,-0.3219,-0.9211,0.5587,-0.4021,-0.0338,-0.1091,0.0215,-0.1409,0.3492,-0.2054,0.2191,0.5574,0.0583,0.3244,0.0302,0.341,0.0205,-0.2148,-0.1161,0.2809,-0.7573,0.1291,0.0403,-0.2089,0.3108,-0.1552,0.1261,-0.4511,-0.11,-0.0206,-0.3563,-0.0056,-0.3615,0.7544
000015,-29.73678,0.4512,-0.1872,0.7675,0.3839,0.3937,-0.0654,0.0607,-0.5341,0.0938,-0.0796,0.1154,0.1094,-0.3156,-0.448,0.0818,-0.3933,0.9875,-0.9466,-0.0645,-0.1876,0.5852,-0.0864,-0.4593,-0.1583,-0.0122,0.2271,0.0607,0.3334,0.3779,-0.1737,0.1266,-0.1796,0.1957,-0.3837,-0.0743,-0.4855,-0.009,-0.0184,-0.0746
000016,-29.61504,-0.0765,-0.4708,-0.3892,-1.0232,0.6459,-0.7303,-0.1634,0.2135,-0.4291,-0.4123,-0.3391,0.1541,0.0343,-0.0953,-0.2224,0.1203,-1.0077,0.4444,0.1118,0.6195,-0.3169,0.159,0.0357,0.1169,0.3956,0.0992,-0.022,0.2718,0.0667,0.4782,-0.1317,0.2976,-0.0563,0.2613,-0.6803,0.7303,0.4579,0.6422,0.275
000017,-29.50501,0.012,0.6754,-0.4484,-0.3795,0.1638,-0.5328,-0.3414,-0.4571,-0.4801,-0.1488,0.2291,0.5386,0.0952,0.0091,0.2101,0.4875,-0.0174,-0.256,-0.1361,-0.105,0.1076,-0.4336,-0.3635,-0.2529,-0.2783,0.0385,0.2675,-0.0337,-0.5373,0.6645,0.6577,0.8086,0.0959,0.3443,0.2805,-0.0992,0.1475,-0.772,0.2008
000018,-29.664,-0.9307,0.1704,0.5827,-0.7226,0.262,-0.1131,0.4467,0.7985,-0.2175,0.0935,0.1393,-0.4726,-0.4504,-0.4856,-0.2472,0.1842,0.4358,-0.5152,1.7174,-0.2276,-0.1885,-0.6824,-1.1988,0.7242,-0.2616,0.3,0.4755,0.5755,-0.165,0.5419,-0.2247,0.5137,-0.7593,-0.1643,0.0241,0.0158,0.4363,-0.5449,0.1835
000019,-29.05202,0.0823,0.1925,-0.1033,2.3281,-2.1276,0.6399,-1.7051,1.1345,0.8484,0.9773,-0.1964,0.1448,0.2705,0.2149,-0.4482,-0.0661,0.1668,0.2695,0.1254,0.5688,-0.2022,-0.0824,-0.0103,-0.0894,0.0893,-0.1782,0.2928,-1.6424,-0.218,-0.8034,0.6235,-0.243,0.2999,-0.4278,0.3261,-0.5018,-0.5995,0.3695,-0.33
000020,-28.88828,0.1261,0.0949,-0.1227,1.7557,-1.7622,0.4902,-1.2169,0.9797,0.9396,1.9372,-0.3912,0.4216,0.4471,0.8652,-0.6051,-0.4249,0.2329,0.411,0.6555,0.6493,-0.1408,-0.1447,0.043,-0.0523,0.0805,-0.2486,0.2262,-2.4239,-0.6711,-1.0469,0.6289,-0.1708,0.3052,-0.9098,0.3134,-0.6394,-0.5476,0.0476,-0.148
000021,-29.16001,0.1152,-0.1304,-0.0046,-0.249,-0.2246,0.0864,0.7867,0.2145,0.6276,0.6367,-0.4081,0.2377,0.4087,0.5927,-0.5795,-1.0416,0.2653,0.1314,0.7134,0.6971,-0.0955,-0.0454,0.1359,-0.0608,0.068,-0.3458,0.1582,-0.7244,-0.4687,-0.2613,0.6918,0.17,-0.0601,-0.8669,0.0366,-0.4288,-0.5268,-0.5364,0.245
000022,-28.9069,0.2384,-0.0996,-0.269,-0.8924,1.2203,-0.7416,-0.1785,0.0021,-0.214,-0.792,0.0318,-0.1277,-0.072,-0.8917,0.2199,0.6334,-0.0397,-0.2688,0.0109,0.325,0.2726,0.431,0.1977,-0.3043,0.1033,-0.4399,0.1254,0.9381,0.5823,0.8512,0.198,0.4616,-0.4312,-0.0359,-0.8281,0.5179,-0.6209,-0.5362,0.3707
000023,-28.69983,0.259,0.1332,-0.3868,1.0845,0.5843,0.6488,-0.4555,0.101,-0.3484,0.2944,1.2852,-2.0263,0.0743,-0.3812,0.3279,0.8421,-0.0908,-0.0718,-0.5615,-0.6111,0.7513,0.5022,0.0096,-0.3595,0.1648,-0.6656,-0.0311,0.7264,0.4344,0.6701,-1.7599,-0.7623,0.9534,-0.5023,0.4127,-0.5683,-0.6791,-0.4636,0.4084
000024,-29.11462,-0.0383,0.3593,-0.2087,1.4662,-1.0671,1.7938,-0.7053,-0.118,0.3841,-2.1288,-0.3339,-1.5818,-0.6455,-1.1097,-1.0946,0.4828,-0.2534,0.3321,0.76,0.5097,-0.9304,-0.0197,0.1394,-0.015,0.0052,1.2696,1.1336,0.4754,0.2424,0.3577,0.4327,-0.0471,-0.2351,-1.0957,0.1998,0.0996,0.9933,0.1955,-0.0272
000025,-29.2774,0.1077,-0.6075,0.3902,0.6323,-0.4954,1.0523,-0.5609,0.0624,-0.33,-1.1073,-0.32,-0.5363,-0.5807,-0.8049,-0.5351,0.6749,0.2261,-0.5386,-0.0601,0.4516,-0.7995,0.4518,0.4872,-0.1918,0.2179,0.3421,0.912,0.1938,0.149,0.5034,0.3532,0.2805,-0.216,-0.6402,0.0817,0.1257,0.3354,0.1473,0.2101
