000000,-35.55871,0.0273,-0.0807,-0.0307,-0.0081,-0.0238,0.0011,-0.0158,-0.0087,-0.0443,0.001,-0.0082,-0.001,0.0331,0.0026,-0.0149,-0.0093,-0.0373,-0.0169,-0.0398,0.0027,0.0079,0.006,-0.0019,0.0121,0.0249,0.0194,-0.031,0.0016,-0.029,0.0067,0.0049,0.0094,0.0109,-0.0129,0.0273,-0.0113,-0.0108,0.0221,0.0302,0.0517,0.078,0.0256,-0.0346,0.0317,0.027
000001,-35.45756,0.0914,-0.1552,-0.0263,-0.1086,0.2304,-0.0797,-0.1108,0.1901,0.2549,0.0688,0.1418,-0.0087,-0.0845,0.0375,-0.0012,-0.0922,-0.1783,-0.0789,0.4865,-0.5065,-0.0899,0.1285,0.0089,-0.0383,-0.0977,-0.1932,0.0444,-0.1211,0.29,0.0876,-0.1118,0.0742,0.092,0.0379,0.1749,0.0579,-0.3083,-0.0106,0.0065,0.0756,-0.3663,-0.1931,0.1924,0.2163,-0.0312
000002,-35.35254,-0.1881,0.4013,0.2106,-0.0777,0.0861,-0.1681,0.0284,-0.0391,0.4348,0.0344,0.5307,0.2594,0.2291,-0.2858,-0.371,-0.0835,0.0906,0.0974,0.061,0.0076,-0.0762,-0.0335,-0.0747,-0.1932,0.0,-0.5254,0.1478,0.0276,0.1223,-0.0532,0.1088,0.1923,0.0318,0.1937,-0.2907,-0.0271,0.5503,0.2313,-0.0041,-0.1919,-0.2401,-0.2464,-0.6377,-0.2013,-0.0137
000003,-35.21679,0.0147,-0.082,-0.1062,0.0721,-0.0927,-0.0295,-0.0209,0.182,0.1554,0.1179,0.1521,-0.213,0.2213,0.5677,0.7381,-0.8499,-0.9434,-0.6514,-0.3376,-0.1052,0.1291,-0.0363,0.0055,-0.1529,0.6617,0.6282,-0.6458,-0.7403,-0.2482,0.6089,-0.0346,-0.2933,0.0632,0.0197,0.0669,0.281,0.2067,0.2046,0.0928,-0.2021,-0.1465,-0.1783,0.8957,0.1213,-0.0625
000004,-35.28726,-0.1579,0.0601,-0.0172,-0.3028,0.566,-0.4217,-0.1245,-0.5967,0.4224,-0.0362,-0.0206,-0.3362,0.4734,-0.2358,-0.1546,0.2939,0.2633,-0.1396,0.1155,0.0504,-0.2049,-0.0734,-0.0707,0.2499,0.2229,0.2495,-0.2364,-0.3629,-0.3515,0.2932,0.0911,-0.0515,0.2038,0.0239,-0.1137,-0.0033,0.0601,-0.1357,-0.0563,0.0899,0.268,0.022,-0.3027,0.1169,0.3923
000005,-35.15109,0.1921,-0.427,-0.1227,0.0077,0.2224,-0.3308,-0.0058,-0.3628,0.7261,-0.0706,-0.1953,0.0776,-0.5623,-0.1581,0.2132,0.0802,0.3488,0.2763,0.3535,-0.2287,0.0963,0.0796,-0.1005,-0.5597,0.1301,0.1945,-0.1692,-0.27,-0.053,0.5266,-0.0565,0.3121,-0.3795,0.366,0.0593,0.0622,-0.5002,-0.0159,-0.0265,0.1285,0.404,-0.0473,0.1176,-0.0338,-0.3357
000006,-35.11614,-0.2537,0.8961,0.0577,0.1279,-0.2192,0.1566,-0.1004,0.1338,-0.5754,-0.2642,-0.4503,-0.0399,0.411,0.0665,0.3003,-0.0561,-0.3321,-0.3341,-0.1281,0.1582,-0.0722,-0.2298,-0.0248,0.0202,-0.0753,-0.1958,0.0963,0.1288,-0.0644,-0.399,-0.2359,0.1569,-0.056,-0.0879,-0.0675,0.0205,0.428,0.0011,0.045,-0.1363,-0.0713,0.2413,0.4635,-0.0005,0.5453
000007,-35.00266,-0.1624,0.0564,0.1788,-0.0127,-0.0723,0.217,-0.1049,0.0352,0.2975,-0.1383,-0.0485,0.1919,-0.8749,-0.7342,-0.5922,0.1221,0.4072,0.3561,0.1041,-0.0698,-0.1804,0.0366,0.2074,-0.4074,0.6198,0.6781,-0.6909,0.0824,-0.0138,0.4173,-0.3031,-0.0759,0.9606,-0.0466,-0.2435,-0.415,-0.0065,-0.1824,-0.0227,0.0634,0.0569,0.1211,0.6518,-0.0046,-0.4367
000008,-34.88307,-0.3667,-0.0772,0.1109,0.1474,-0.2111,0.6385,-0.313,0.1978,-0.3316,-0.277,0.1433,0.3831,-0.8015,-0.9484,-0.8309,0.1423,0.9165,0.6786,0.0809,-0.0676,-0.2684,0.037,0.0738,-0.3769,0.6436,0.6347,-0.7337,0.3338,0.0746,0.2189,-0.5181,-0.085,1.2489,0.4226,-0.4998,-0.5981,-0.3051,-0.4747,-0.201,0.029,0.312,0.3088,0.7537,0.0067,-0.252
000009,-35.10462,0.0672,-0.0764,0.0375,-0.4873,0.2688,-0.3853,0.2367,0.0962,0.6187,-0.1219,-0.2624,-0.0438,0.5562,0.3168,0.5596,-0.0735,-0.5021,-0.3862,0.0344,-0.1026,-0.3862,-0.0641,0.5293,0.0875,-0.1156,-0.4115,-0.0287,-0.2463,0.1715,0.1751,0.3573,-0.1809,-0.4342,-0.5272,0.3521,0.0382,0.3955,-0.0316,-0.0225,-0.4366,-0.4634,0.0394,0.4108,0.2803,0.1115
000010,-34.98335,0.1601,-0.169,-0.1069,-0.2815,0.6268,-0.6172,-0.0294,-0.1332,0.3647,0.4334,-0.0891,-0.1247,-0.3139,-0.1716,-0.4729,-0.1269,-0.3485,-0.3985,0.8278,-0.3517,-0.1211,0.1194,0.496,0.4001,0.066,0.1488,-0.0753,0.1558,0.0878,0.1683,-0.1604,0.2075,0.7564,-0.0417,0.333,0.356,0.1782,0.0866,-0.0003,-0.5161,-0.2765,0.2274,-0.4801,-0.4298,-0.3228
000011,-34.84838,-0.0728,0.4251,-0.0246,-0.3639,0.7917,-0.7699,0.3063,-0.4495,0.9866,0.2144,0.792,0.3327,-0.1868,-0.7176,-0.4693,-0.0792,0.0583,-0.0695,0.4226,-0.1427,-0.2217,0.4589,1.0059,-0.0506,0.0445,-0.1225,-0.0535,0.5166,0.2203,0.0111,0.0061,0.0257,0.4532,0.6853,-0.2103,0.2463,-0.2252,-0.0177,-0.117,-0.8495,-1.0946,0.0958,-0.8986,-0.547,-0.3396
000012,-34.69114,0.4093,0.38,0.1654,0.0504,0.4402,-0.8266,-0.5541,-0.3405,1.3954,-0.1271,-0.6102,0.2175,0.3046,-0.2254,-0.6057,0.4354,-0.0363,0.2135,-0.0267,-0.4817,-0.2362,0.2291,1.0107,-0.5639,-0.032,0.5176,0.0935,0.0279,0.4206,-0.812,-0.1044,-0.3616,0.5291,-0.325,0.0558,-0.205,0.1862,0.0622,0.2913,-0.5975,-1.382,-0.0719,0.1581,0.5401,0.4214
