000000,-25.10338,-0.0103,-0.0224,0.0259,-0.0396,-0.0291,-0.0234,-0.0203,0.0253,-0.0272,0.0147,0.0574,-0.0699,-0.043,-0.0607,0.0305,0.0125,0.0239,-0.0195,0.0296,0.0106,0.0464,0.0154,0.0286,-0.0005,-0.0025,0.0006,-0.0082,0.0013,0.003,0.0028,0.0195,-0.0583,0.0598
000001,-24.99331,0.0483,0.2171,-0.2723,0.0407,0.2653,-0.1771,0.002,-0.0427,0.1844,0.0133,-0.1038,0.1983,-0.0152,0.1061,-0.2396,-0.1,0.009,-0.1507,-0.1341,-0.0255,-0.0927,-0.2993,-0.4553,-0.1338,0.1434,-0.0753,0.1989,0.0998,0.2729,-0.0433,0.2247,-0.1727,0.5364
000002,-24.89162,0.2567,0.0441,0.2213,0.3987,0.2509,0.0385,-0.1211,0.0124,-0.0907,0.0878,0.1696,0.0183,-0.2497,-0.3826,0.0775,0.334,0.2946,0.1233,-0.2809,0.0156,-0.4787,-0.2827,0.0689,-0.3528,0.1406,-0.4194,0.4698,0.0833,0.1599,-0.0016,-0.3396,-0.2108,0.006
000003,-24.764,-0.2447,-0.0409,-0.1425,-0.1587,-0.2268,0.0713,-0.0001,-0.2503,0.1174,0.0656,-0.2109,-0.2294,0.2276,0.1494,0.5604,-0.0919,-0.3464,0.2541,0.3505,0.4118,0.6031,0.2809,0.2242,0.0625,-0.6036,-0.493,-0.5163,0.4896,0.5919,0.3714,-0.3107,0.23,-1.152
000004,-24.6594,-0.3363,-0.4039,-0.1243,0.2608,0.1364,0.2,0.1493,0.3674,0.0868,0.0147,-0.7697,0.6508,-0.0238,0.2029,-0.4531,0.0182,0.1598,-0.2425,-0.3589,-0.184,0.0591,-0.3833,-0.4666,-0.2308,0.2231,0.4364,-0.4281,-0.0645,0.0071,0.238,0.49,0.5546,0.2659
000005,-24.52651,0.0879,0.2939,0.5771,0.1179,-0.4411,0.5159,0.0364,0.239,-0.2198,0.5702,0.7968,-0.7209,-0.1583,-0.4528,0.5051,-0.1265,0.0899,-0.4309,-0.209,-0.3383,0.4022,-0.1089,-0.0603,-0.1863,-0.287,-0.4011,-0.2551,-0.32,-0.0486,0.0184,0.4279,0.3245,-0.195
000006,-24.39312,0.0473,-0.4515,0.8515,0.1568,-0.1392,0.2649,-0.1942,0.0992,-0.5503,0.3018,0.4375,-0.1801,0.5112,0.836,0.1417,-0.7242,-1.4492,0.3297,-0.0643,-0.6369,-0.3549,-0.0901,-0.1496,0.1204,-0.7535,-0.2906,0.5075,0.629,0.6492,-0.1744,0.1663,1.0619,-0.9531
000007,-24.49595,-0.1434,-0.1615,-0.3912,0.3145,0.452,-0.502,-0.1891,-0.1523,0.0716,0.0076,0.3965,-0.1456,0.3944,0.1562,1.1533,-0.2364,-0.3459,0.3175,0.0672,-0.0959,0.6991,-0.0776,-0.0715,-0.5269,-0.179,-0.3777,-0.0791,0.016,0.2294,0.3715,0.0219,-0.0459,-0.9821
000008,-24.28356,-0.0788,0.2819,0.2789,-0.0749,-0.0461,-2.0428,-0.116,0.0828,0.51,-0.2486,-0.7069,0.9275,0.4236,0.3602,0.5767,-0.1213,-0.0209,-0.3545,0.15,0.0246,0.0545,-0.4,-0.2237,-0.2216,0.3337,0.6801,-0.2918,0.4134,-0.0404,1.5138,-0.279,-0.3956,-0.9385
000009,-24.17026,-0.2063,-0.1383,-0.6585,-0.1224,-0.7019,-0.2255,0.1425,0.8898,0.1521,0.0493,0.2249,-0.1372,0.1418,-0.0002,0.9417,-0.2192,-0.2399,-0.2852,0.2685,0.3994,-0.1702,-0.0559,0.3308,-0.2761,0.6302,0.0761,0.4546,-0.4901,-0.4363,-0.3669,-0.1862,-0.3993,0.5713
000010,-24.04496,-0.1806,-0.3894,-0.6841,0.0603,1.0625,0.4779,-0.131,-0.4263,-0.3358,0.3739,0.3521,0.3653,0.1657,-0.2162,-0.6292,-0.0697,1.0275,0.0011,-0.391,-0.0436,0.028,0.2294,-0.5942,0.4679,-0.5608,-0.3886,-0.6074,0.7636,0.5217,-0.0848,-0.2345,-0.8919,0.9982
000011,-23.89101,0.1036,-0.5975,0.0131,0.7131,0.4064,-1.9482,-0.2009,-0.1969,0.0754,-0.0717,0.1175,-0.2611,-0.4581,-0.8823,-0.2949,0.0776,0.5195,0.4117,0.3664,0.0922,0.3966,-0.0832,-0.7006,0.257,-0.084,0.2605,-0.6298,-0.2835,2.0463,1.4618,-0.0494,-1.0339,0.5292
000012,-24.18071,0.1815,0.5453,0.7231,0.1074,-0.7201,0.3875,-0.1183,0.1424,-0.3359,0.8079,1.2876,0.5486,0.1599,0.0912,0.3047,-0.4176,0.1485,-0.3885,-0.0426,-0.5611,0.143,0.1785,0.2693,0.0094,0.047,0.2701,-0.014,-0.9469,-0.3269,-0.9724,0.0162,-1.1094,-0.4076
000013,-23.98104,-1.1098,-1.2747,0.3361,1.1748,1.1349,-0.3432,-0.4757,-0.2426,-0.1955,0.0322,0.3646,-0.1452,-0.0828,0.6451,0.9908,0.1078,0.0183,-0.2877,-0.0524,-0.4742,-0.5643,-0.0902,-0.5388,0.4118,-0.6899,0.133,0.0234,1.0171,0.6205,0.5837,0.2182,-0.3771,-0.7958
