000000,-93.18841,-0.0124,-0.0444,-0.0077,-0.0343,-0.0651,-0.058,0.0391,0.0384,-0.0022,0.019,0.0205,0.0023,-0.0388,-0.0221,0.0019,-0.0289,0.0209,-0.0117,0.0213,-0.0002,0.0022,-0.02,0.0089,0.0139,-0.0385,0.0253,-0.0241,-0.0409,0.0145,0.0191,-0.0598,-0.0119,-0.0283,0.0159,-0.0261,-0.0008,-0.0271,-0.0514,-0.0041,0.0227,-0.0517,0.0035,0.0241,0.0239,0.014,-0.0059,0.012,0.0206,0.0025,-0.0367,0.008,0.0746,0.047,0.0059,0.0599,0.0023,0.0026,0.0287,0.0077,0.0079,-0.0344,-0.0463,-0.0311,-0.0122,0.0229,-0.0284,-0.0077,0.0107,0.0097,-0.0003,0.037,-0.0083,0.0249,0.0238,0.0116,-0.0151,0.0488,0.0808,-0.0022,-0.0017,0.0102,-0.0252,0.0007,-0.0699,0.0571,0.0326,0.0045,0.0142,0.0493,0.0013,0.009,0.067,-0.013,0.0048,-0.0104,0.0235,-0.0032,-0.075,0.0048,-0.0169,-0.0093,0.0328,-0.0209,-0.0821,-0.0073
000001,-93.08744,0.1511,-0.3519,-0.0291,0.0295,-0.059,-0.0912,-0.0524,0.3001,0.0581,0.153,-0.0222,0.0358,-0.1864,-0.0642,-0.1032,-0.0304,0.0365,0.0199,-0.0531,0.2045,0.0604,-0.0197,0.0018,0.1188,-0.0297,-0.2191,0.1307,-0.1068,-0.1161,-0.0287,0.1374,-0.2142,-0.0527,-0.1677,0.1012,-0.2157,0.1033,0.024,-0.0316,-0.0369,0.1798,-0.0251,-0.0827,0.1327,-0.0095,0.0033,0.0032,0.0021,0.336,-0.2512,0.1476,0.1553,0.0305,0.0904,0.0315,-0.0037,0.0707,0.0864,-0.0363,0.023,-0.1181,0.1177,-0.1408,-0.0606,0.0198,-0.1814,0.0137,0.1203,-0.1082,-0.0498,-0.1552,-0.0821,-0.0461,0.1402,0.0551,-0.0294,0.0227,-0.0133,-0.0927,-0.1309,-0.0357,-0.0127,0.1601,0.1538,-0.1895,-0.1694,-0.1247,-0.1199,0.126,0.1059,0.0581,0.1383,0.3204,0.2303,-0.1679,-0.1583,0.0159,0.129,-0.0708,0.0354,-0.0285,0.1023,-0.074,0.0148,0.0291
000002,-92.98141,-0.0735,-0.253,-0.0443,-0.0525,0.1821,-0.011,-0.0678,0.4754,0.2214,-0.2508,0.1298,0.2612,0.0081,-0.1365,0.0148,0.2429,0.0691,-0.0758,-0.0162,0.1147,0.1498,-0.0206,0.0067,0.0234,0.0653,-0.0632,0.0438,-0.1113,0.288,-0.0917,-0.1152,-0.0085,-0.1988,-0.0186,-0.0502,-0.1105,-0.157,-0.0401,-0.1256,0.0814,-0.1112,0.3052,0.1227,-0.2379,0.189,-0.1385,-0.0205,0.0382,0.09,0.2489,-0.0945,0.1082,-0.0025,-0.4147,-0.0528,0.302,0.0068,0.0936,0.0043,0.1714,0.0802,-0.0475,0.248,0.146,-0.2386,-0.1766,0.0703,-0.0361,-0.1348,0.0069,-0.2113,-0.0859,0.141,-0.0482,-0.2952,-0.0692,0.0786,-0.1407,-0.094,-0.1069,-0.0832,0.0023,-0.1641,0.5781,-0.0462,0.0521,-0.0085,0.2382,-0.0322,-0.0508,-0.1498,-0.1391,0.1075,-0.0768,0.0242,-0.1828,0.1558,-0.0341,0.3318,-0.0723,0.0904,-0.2697,-0.0819,-0.1066,-0.1436
000003,-92.87152,-0.1288,0.3638,0.2798,-0.1446,0.1175,-0.3387,-0.1185,-0.3062,0.211,-0.524,0.1028,0.3098,0.1514,-0.3029,0.2478,0.2572,0.1639,-0.0557,0.0275,-0.1126,-0.18,-0.2078,-0.105,-0.0558,-0.1265,-0.2455,-0.167,-0.3605,-0.2707,0.0318,-0.0805,-0.0414,0.029,0.4989,0.4228,-0.0871,-0.3145,0.202,-0.2161,0.0387,-0.1884,0.0923,-0.0432,-0.0552,0.0321,0.2216,-0.211,0.0483,0.2139,0.3018,0.2368,-0.1989,-0.1551,-0.131,-0.2331,0.2753,-0.456,0.4045,-0.0562,0.3063,0.1683,-0.0572,0.1048,-0.043,0.0063,-0.2179,0.0388,0.1428,-0.0317,-0.101,-0.136,-0.0422,0.0714,0.2565,0.0602,0.2489,-0.0167,-0.082,0.138,0.0769,-0.1618,0.1011,-0.0359,0.0135,-0.1266,-0.3675,-0.2128,0.0208,-0.2582,0.0295,0.0917,0.1243,0.3303,0.0155,0.1587,0.1587,0.1263,0.3719,-0.1829,0.1013,-0.0451,0.0459,-0.1381,-0.1072,0.0607
000004,-92.76528,-0.2585,-0.438,0.2444,-0.1429,-0.3099,0.1422,-0.0715,0.2787,0.1394,0.3848,-0.1512,-0.2292,-0.0601,-0.0029,-0.0883,-0.1998,-0.1679,0.0419,0.0475,-0.1005,0.0652,-0.1948,0.1801,-0.3441,0.0661,0.0009,-0.0777,0.0163,-0.0824,0.1058,0.0444,-0.0109,-0.2853,-0.0618,0.2089,0.0518,0.5305,0.0822,0.3072,-0.255,0.2408,-0.3396,0.0162,-0.0597,-0.1259,-0.0364,-0.059,-0.2818,0.0206,-0.2688,0.0158,0.5315,0.3824,0.2271,-0.1688,-0.3328,0.1388,-0.247,0.0018,-0.2098,-0.0282,0.0401,0.1543,0.1697,-0.0044,0.0996,0.0862,0.1523,0.0028,-0.0014,0.1469,0.301,0.2347,0.1161,-0.3479,-0.166,0.3552,0.2226,-0.054,-0.1118,0.1398,-0.1919,-0.0699,0.1006,0.2959,0.2426,0.1671,-0.1507,-0.1901,0.0523,-0.0505,-0.1924,-0.118,-0.1551,-0.1847,-0.1303,0.1119,0.2033,0.019,0.2657,0.1841,-0.113,-0.3264,-0.0961,-0.0409
000005,-92.66293,0.0183,-0.0906,-0.1521,-0.0972,-0.0695,0.1693,-0.0649,-0.0178,0.0864,0.5507,-0.1374,-0.2017,0.0318,0.3399,0.0205,-0.2347,0.1414,0.0026,-0.0495,0.3241,0.346,-0.1722,-0.0096,-0.2969,-0.0254,-0.1719,0.115,-0.1148,-0.0525,0.1571,0.0384,0.2594,-0.1347,0.0958,0.2186,0.1847,0.3456,0.0031,0.2082,-0.2698,0.3239,-0.4577,-0.1756,-0.58,0.1247,-0.0352,-0.141,-0.4947,0.0261,-0.2466,0.1076,0.2024,0.2139,0.2047,-0.028,-0.2584,0.3722,-0.3197,-0.1585,-0.3032,-0.1024,-0.082,0.0901,0.2224,-0.3641,-0.3354,0.1313,0.1139,0.0983,-0.0099,0.3988,0.4481,-0.0449,-0.3679,-0.0521,-0.2026,0.52,0.1043,0.2244,-0.085,0.0084,0.0523,-0.0351,0.4576,0.2801,0.2892,-0.1835,0.2531,-0.2538,0.0241,-0.0785,-0.2461,-0.3686,-0.4455,-0.2226,-0.1839,0.1471,0.3767,0.0791,0.0537,0.161,-0.1711,-0.2248,-0.0999,-0.0699
000006,-92.52967,-0.0388,0.6039,-0.1225,-0.2484,-0.4117,-0.1698,-0.2032,-1.0161,-0.1874,-0.803,0.1791,-0.0477,0.112,0.2926,-0.0505,0.3347,0.0095,-0.1896,0.1634,-0.1641,0.6031,0.0895,0.2105,0.0298,-0.1084,-0.0429,-0.1569,-0.0459,-0.2497,-0.1815,-0.2898,0.2075,-0.1184,-0.1039,-0.0136,-0.1413,0.0305,0.0598,-0.1691,0.6535,0.1544,-0.0291,0.0385,-0.4541,0.2049,0.3011,-0.0031,0.3086,-0.5974,-0.2342,-0.3473,-0.3505,-0.0887,-0.075,0.3806,0.2322,0.1685,-0.5933,-0.2965,-0.217,0.3719,-0.1311,0.24,0.1526,-0.1381,-0.1816,-0.2382,0.0126,-0.192,0.1694,0.1172,0.0965,-0.0166,-0.0293,0.2723,0.1633,-0.1056,-0.2842,0.0538,0.4856,0.0437,0.2684,-0.0648,0.3204,-0.2885,-0.0146,0.1064,-0.1849,0.2865,0.1164,-0.1638,-0.0374,0.134,0.274,0.1128,-0.0008,0.3461,0.6161,-0.024,0.1411,0.0979,0.1303,0.196,-0.1552,0.1483
000007,-92.40874,-0.1428,-0.6168,0.087,-0.0442,0.0453,0.0052,-0.1032,1.0439,0.3044,0.5257,0.4799,0.056,-0.2472,-0.3566,0.2175,-0.1616,-0.4312,-0.0392,0.0107,0.1498,-0.2137,-0.1961,-0.0791,-0.269,0.0875,0.0086,0.1511,-0.3871,0.4666,0.2587,0.2681,-0.0263,0.2874,-0.0437,-0.091,-0.0557,0.3661,-0.3239,0.1588,-0.3845,-0.1559,-0.4633,-0.0661,0.3157,-0.228,-0.0847,0.0191,-0.2756,0.3636,-0.1003,0.0017,0.298,-0.0557,0.437,-0.7954,-0.2069,0.0694,0.7437,0.1928,0.3876,-0.0019,0.2739,-0.1772,-0.0102,-0.1835,0.2674,0.2407,0.0698,-0.0292,-0.2443,-0.0285,-0.4117,0.4914,0.0288,-0.8435,0.0123,0.24,0.5211,-0.175,-0.2149,-0.0452,-0.2597,0.0669,-0.0796,0.3632,0.5463,-0.2005,0.0141,-0.1388,-0.005,0.0924,0.1949,0.2622,-0.1407,-0.0381,-0.0176,-0.118,-0.4631,-0.0288,-0.0871,-0.0899,-0.1536,-0.1679,-0.4923,0.03
000008,-92.28352,0.3326,0.1218,-0.1642,0.0612,0.1107,0.0931,0.4611,0.2128,-0.5455,-0.6063,0.5057,0.889,-0.4172,0.0159,0.6206,0.5873,-0.036,-0.1885,-0.1238,0.2485,0.2565,-0.3808,-0.3895,-0.1025,-0.5605,-0.6586,-0.4871,0.0479,0.0188,-0.2006,0.0081,0.2709,0.44,-0.1007,-0.3134,-0.0639,0.7228,-0.0741,0.4516,-0.4446,0.3165,-0.7498,-0.1532,-0.5801,-0.1591,0.0037,0.4285,0.1843,0.2943,0.2578,0.1777,-0.0603,-0.2617,-0.4847,-0.0951,-0.4855,0.1784,-0.3361,0.0817,-0.4972,0.2052,-0.0405,0.0056,0.1771,-0.4391,-0.4457,-0.2793,-0.0063,0.1436,0.088,0.2273,0.2934,-0.1267,0.0938,0.3031,-0.0613,-0.047,0.2275,0.3511,-0.4035,-0.0522,0.0644,0.1456,-0.2804,0.0368,-0.0334,0.3844,0.4039,0.4065,-0.1265,0.1325,0.1925,0.4772,0.0434,-0.279,-0.1065,0.1645,0.8371,-0.6023,-0.4483,-0.2065,0.2039,0.0272,-0.1784,-0.0465
000009,-92.16706,-0.2036,-0.2251,0.5432,0.3138,-0.1533,-0.1112,-0.7286,-0.2029,0.4917,0.3389,-0.1346,-0.6445,0.2683,0.1703,-0.5136,-0.092,0.0677,-0.149,0.528,-0.3461,-0.2928,0.1925,-0.026,0.2658,0.2977,0.1966,-0.0055,-0.0622,-0.0598,0.1093,-0.4991,-0.5781,0.1687,-0.083,0.4492,0.219,-0.1804,0.17,-0.3158,0.303,-0.9746,0.8251,-0.0915,0.6124,0.4369,-0.1882,-0.0353,-0.0532,-0.1961,0.4414,-0.22,0.0219,0.1772,0.5464,0.1607,0.7221,-0.4499,0.0396,-0.1608,0.5242,0.1515,-0.1711,-0.2818,0.218,0.4164,-0.1095,-0.0544,0.0064,-0.0555,-0.073,-0.3755,-0.127,0.2223,-0.2215,-0.1845,-0.0764,0.0125,-0.4034,-0.1827,0.7401,0.3095,-0.1231,-0.3458,0.4164,-0.2394,0.0882,-0.4846,-1.1943,0.1143,-0.0219,0.0271,-0.2036,-0.8404,-0.0796,0.2378,-0.0446,0.0345,-0.8152,0.4229,0.7688,0.61,-0.1978,0.4977,-0.2112,0.2376
