000000,-87.71953,-0.013,0.0035,-0.0141,0.0147,-0.0037,0.0304,0.0265,-0.0224,0.0587,-0.0194,0.0371,-0.0895,0.0182,0.0282,0.0473,-0.0072,-0.0348,0.0095,0.0261,-0.0315,0.0201,-0.0564,0.0011,-0.0083,-0.018,0.0103,-0.0374,-0.0191,0.0335,-0.0488,0.0073,0.0061,-0.0238,0.0157,-0.0368,-0.0127,0.0418,0.0007,0.0069,-0.0558,0.0412,0.0034,0.029,0.0494,0.0182,0.0419,-0.0343,0.0592,0.0032,-0.0209,-0.0259,0.0435,0.0358,0.045,0.0143,-0.0326,0.0114,-0.019,-0.0082,0.0001,0.0129,0.0156,-0.0007,-0.0017,-0.0047,-0.0101,0.0333,0.0322,0.0108,-0.0224,-0.0033,-0.0307,0.0095,-0.0147,-0.0246,0.0162,-0.0052,0.0079,0.0121,-0.0373,-0.0277,-0.0031,-0.0094,0.0001,-0.0426,0.0185,0.0449,-0.0143,-0.0284,-0.0165,-0.0165,-0.0153,-0.0221,-0.046,0.0343,-0.0039,-0.0168,-0.0162,0.0295
000001,-87.61488,-0.1387,0.1063,0.0657,-0.1486,0.1357,0.0625,-0.0495,-0.1093,-0.1857,0.1269,-0.0297,0.0305,-0.0418,-0.0442,0.0422,0.0177,0.2458,-0.1425,0.0276,0.1207,0.2287,-0.0054,0.1481,-0.0794,0.0256,0.0211,-0.1335,0.0199,0.0704,0.0115,-0.0655,0.017,0.1696,0.1179,-0.1111,0.044,-0.0847,0.1688,-0.0038,-0.0223,0.0133,0.0506,0.016,0.0011,0.0821,-0.1432,-0.1354,0.0037,0.0032,-0.3192,-0.0392,-0.0408,-0.0981,-0.1438,-0.0042,0.0167,-0.0014,0.0138,0.0153,0.0494,0.0593,0.0751,-0.0511,0.096,-0.0186,0.086,-0.0376,0.1239,-0.1537,0.0636,0.1746,-0.0583,0.1847,-0.182,-0.0908,-0.0001,0.1617,-0.0177,-0.0114,0.0279,0.1155,0.1676,-0.0285,0.1155,0.0871,-0.0491,-0.2221,0.0427,-0.2867,0.1052,-0.0908,-0.0148,-0.0464,-0.0978,0.1588,-0.09,-0.0665,-0.371,0.1914
000002,-87.51054,0.0641,0.143,0.0879,0.0867,-0.0246,-0.0897,0.0323,0.1228,-0.1068,-0.1304,-0.1865,0.1042,-0.1319,-0.1,0.0699,0.0081,-0.1784,-0.1573,0.1587,0.0298,0.1675,0.0159,0.084,-0.0575,0.1358,0.0419,0.2131,-0.0426,0.0298,0.0146,0.0895,-0.0198,0.0491,0.0527,-0.0582,-0.014,0.0232,0.3477,0.3183,0.1477,-0.1712,-0.2196,-0.2693,-0.1197,-0.0855,0.1266,0.0079,-0.2439,-0.0946,-0.1314,0.1095,0.1186,0.0729,0.0752,0.0767,0.117,-0.0963,-0.2573,-0.0399,-0.0518,-0.1003,-0.0153,0.1529,-0.1223,-0.0783,0.2506,0.1814,0.3289,-0.0898,0.1787,-0.0158,-0.1488,0.0729,0.0344,0.0554,0.0225,-0.1917,-0.0183,-0.0265,-0.1148,0.0783,-0.2433,-0.1654,-0.0414,-0.0459,-0.1443,-0.2761,0.0248,0.1342,-0.0344,-0.2312,0.0658,0.0778,0.2236,0.3179,-0.1809,-0.1363,-0.1113,0.1138
000003,-87.38204,-0.2122,0.3303,-0.0915,0.1286,-0.0259,0.1463,-0.0793,0.2093,0.3993,-0.2769,-0.0895,0.2383,-0.1475,0.0008,-0.0813,0.071,-0.2836,-0.206,-0.0218,0.0598,-0.1252,0.1806,-0.3502,-0.0288,-0.2545,0.117,-0.0104,-0.011,-0.0614,0.2426,-0.0341,-0.029,0.0584,0.1103,0.412,-0.2135,0.1321,0.1104,-0.19,0.2216,-0.0286,-0.2043,-0.4986,0.0535,0.1821,0.0027,0.215,-0.0386,-0.2298,0.2211,0.2544,-0.1271,0.1882,-0.0843,0.254,-0.2241,-0.5977,-0.1682,-0.0282,-0.0188,-0.0599,0.2963,0.069,-0.2719,0.1416,-0.0256,0.1142,0.0455,0.001,0.0938,-0.228,-0.1137,0.1737,-0.1952,-0.1528,-0.0889,-0.0364,-0.2641,0.2628,-0.4569,0.0963,0.0275,-0.0412,0.164,-0.1955,-0.1849,-0.0732,0.3,0.0593,0.2495,0.3698,-0.1216,0.3789,0.0835,0.3508,-0.1029,0.1231,-0.4084,0.1455
000004,-87.27494,0.0312,-0.2732,0.0108,0.2245,0.0414,0.4906,0.1633,-0.1545,0.4355,-0.2349,0.0238,-0.1356,0.133,-0.0559,-0.0351,-0.2499,0.4855,0.1301,-0.3457,-0.3198,-0.281,-0.0732,-0.0335,0.2824,0.066,-0.3011,0.0042,0.3293,-0.044,0.2869,-0.2008,0.0433,-0.2607,0.0308,0.1455,-0.3884,-0.1008,0.024,0.071,0.0886,0.2541,-0.431,-0.3523,-0.1547,-0.1086,-0.1282,0.2026,0.0355,0.0574,0.0834,-0.0499,0.1166,0.186,-0.02,-0.3942,0.1146,0.0586,-0.045,-0.1865,-0.3232,-0.2174,0.0524,0.2015,0.0672,0.5488,0.4893,-0.1226,-0.2658,0.0058,0.1048,-0.1388,-0.3453,-0.1416,-0.1446,0.4433,0.196,-0.361,0.104,0.016,-0.0789,-0.2052,0.4366,-0.0953,-0.237,-0.0837,-0.2891,0.0339,0.0574,0.174,-0.0899,-0.0285,0.1331,-0.166,0.5774,-0.1352,0.0891,0.0311,0.5281,-0.1013
000005,-87.14567,0.3549,0.2229,0.1985,-0.0894,0.0516,-0.4468,-0.0281,0.1,-0.1585,0.1814,-0.094,0.2515,0.2363,0.0976,-0.2523,-0.0685,0.6636,-0.3435,0.1842,-0.2793,-0.4767,0.4751,-0.1867,0.3288,-0.1199,-0.2196,-0.2095,-0.4711,-0.1498,-0.1796,-0.0625,-0.0908,-0.2499,-0.3809,0.0506,0.1176,0.0881,0.4102,0.0248,0.0246,0.0117,-0.3086,-0.1497,-0.1748,-0.107,-0.0406,0.2713,0.018,-0.0973,0.2496,0.3631,-0.0527,0.15,0.0192,0.1541,-0.1207,0.0165,0.0772,-0.1588,-0.279,-0.0714,0.4633,0.4125,-0.0565,0.3107,0.3617,-0.5163,0.1297,0.1048,-0.3352,-0.0445,-0.156,-0.0832,-0.4782,0.436,0.045,-0.7338,-0.7291,0.1295,0.2914,0.2136,0.3974,-0.244,-0.0392,-0.0529,0.4046,0.2077,-0.0712,-0.1688,0.1384,0.2418,-0.3055,0.4639,-0.0071,0.0718,0.0214,0.1846,-0.491,0.2061
000006,-87.04224,-0.1277,0.4241,-0.0953,-0.1515,-0.1392,-0.4227,0.0679,-0.0295,0.1672,0.0171,0.356,-0.2951,-0.4198,-0.0199,-0.0458,-0.0217,-0.0621,-0.2319,-0.0603,0.5287,0.1348,0.2236,0.1496,0.2134,0.0752,-0.3422,0.233,-0.0248,-0.3431,-0.0831,-0.0215,-0.1993,-0.4078,-0.0757,0.4104,0.4429,0.219,-0.4002,-0.0644,-0.1624,0.0973,-0.1796,-0.1808,0.1905,-0.132,0.5055,0.1293,0.1412,0.0913,0.5721,-0.4331,0.1296,-0.2374,0.1788,-0.152,-0.1727,0.3015,-0.1919,0.1818,0.2253,-0.1355,-0.3749,0.5739,-0.1004,-0.202,-0.7026,0.0326,-0.0799,0.1954,-0.0353,-0.1357,0.2288,-0.1082,-0.0398,-0.3126,0.0924,0.0596,0.1828,0.712,-0.5461,0.2713,0.0571,0.1693,-0.4105,0.191,0.0627,0.0398,-0.2873,0.1099,-0.2954,0.1599,0.1082,0.2173,-0.3535,-0.1824,0.1748,0.0378,-0.0617,0.1746
000007,-86.89544,-0.1727,0.439,-0.0485,-0.0487,0.2368,-0.0555,0.1997,-0.1776,0.2841,-0.0486,0.6431,-0.5733,-0.4294,0.0161,0.2551,-0.2128,0.2896,-0.0252,-0.0175,0.3398,-0.1982,-0.0881,0.4281,-0.0331,0.0592,-0.4295,-0.1501,0.3554,0.1606,0.1552,0.2549,-0.156,-0.3777,-0.1971,-0.0489,0.2081,0.1715,-0.788,-0.1447,-0.3821,0.0646,0.0784,-0.3677,0.1908,-0.0264,0.5396,0.2401,-0.1845,0.1623,0.6376,0.1067,0.257,0.185,-0.0804,-0.0307,-0.4471,0.0486,-0.0799,0.1121,0.029,-0.3391,0.0578,0.9897,-0.3111,0.0623,-0.0878,-0.0929,0.193,0.5357,0.03,-0.4106,-0.0546,0.1237,-0.2124,-0.0248,0.1376,-0.5341,-0.2353,0.6111,-1.2411,0.3222,-0.0071,-0.2531,-0.3564,-0.1432,-0.4753,-0.1309,-0.1192,-0.0244,-0.0716,0.4177,0.2029,-0.0286,-0.3442,0.735,-0.2459,0.0873,-0.0551,0.108
000008,-86.79028,0.2984,-0.7189,0.0456,-0.7673,-0.2744,-0.6572,-0.1002,0.0491,0.0445,-0.2048,-0.0839,0.0537,-0.1145,0.1896,0.1624,0.123,-0.2705,-0.1905,0.1587,0.1054,-0.1876,0.4117,-0.1517,0.853,0.1816,-0.0422,-0.2265,-0.0446,-0.5458,-0.0,-0.051,-0.0374,-0.0998,-0.0111,0.339,0.3885,0.1571,0.0135,-0.1635,0.1752,-0.1676,-0.8048,-0.4298,0.0503,-0.069,-0.2264,-0.4105,-0.1973,0.1868,0.8808,0.2772,-0.1968,0.1866,0.2072,-0.2587,-0.1741,-0.0534,0.067,-0.0812,0.2231,0.4012,0.1257,0.0517,0.0129,0.0443,0.1521,-0.116,-0.0189,0.4183,-0.5225,0.2562,0.082,-0.0364,0.0561,0.0453,-0.2558,-0.3543,-0.6186,0.3093,-0.1056,0.3943,-0.099,0.4524,-0.0431,-0.0191,0.0557,0.3286,0.0434,0.5899,-0.2046,0.1182,-0.0078,0.0625,0.4862,-0.1538,0.0419,0.3194,0.1866,-0.3101
000009,-86.68071,0.0968,0.5151,-0.2165,0.2495,-0.1094,0.8191,-0.0736,0.0466,-0.0351,0.0825,0.042,-0.0428,-0.022,0.5309,0.5593,-0.5177,-0.1347,0.3553,0.3367,0.438,0.2518,-0.3865,-0.5475,-0.9353,-0.0714,-0.2185,0.1043,-0.2407,-0.045,-0.0451,-0.1598,0.9617,-0.0766,-0.2135,0.1346,0.0229,0.2059,-0.0867,0.0284,0.0716,-0.0577,0.3785,0.071,-0.0274,0.2824,0.4306,-0.0218,0.0821,-0.0133,-0.0824,-0.4081,-0.193,-0.431,0.0927,-0.1313,0.2012,-0.0512,-0.5219,0.2972,-0.0501,-0.1466,0.1456,0.0265,0.0843,-0.0182,0.278,0.3671,-0.246,0.0674,-0.2027,-0.2802,0.1041,0.0881,0.0694,-0.4575,0.2148,0.6631,0.2073,-0.4203,-0.3701,-0.1589,-0.0412,-0.3843,0.2032,-0.0234,-0.26,-0.0911,0.2261,-0.6598,-0.1092,-0.1055,-0.1049,-0.4956,0.3408,0.3494,-0.5067,0.6107,-0.3179,-0.184
