Time,Learning rate,Train loss,Validation loss,MAE_energy-train,MAE_forces-train,MAE_energy-validation,MAE_forces-validation
513.0544445514679,0.001,0.16365430645503537,0.08656777545644286,0.7657384551326719,0.11607146724360813,0.5787914039417469,0.09905618909017086
1095.342097043991,0.001,0.0932270475359698,0.12228528059907087,0.616486977752247,0.09979526147193044,0.7309559787822502,0.09258635173913037
1414.9863271713257,0.001,0.08541685354857566,0.07031903943250103,0.5818045555104779,0.09633533020034746,0.4949539352755855,0.09709900230044591
1735.3994388580322,0.001,0.07594905888757855,0.06163669428079444,0.5374544038093612,0.0934359985568965,0.4643920858571297,0.09055082031792669
2053.4763793945312,0.001,0.06534748616598542,0.054817263343067905,0.49149191835828265,0.08905371094517156,0.43038582082358473,0.08809802606525802
2679.175630569458,0.001,0.061452521481091954,0.049951119151557685,0.4719001686861124,0.08706961935399243,0.41051429845709025,0.08390431182445579
3187.915147781372,0.001,0.056711895537096095,0.051009716880936626,0.45158230643269287,0.08464959389762468,0.41404077042792065,0.08239608300988677
3510.4055733680725,0.001,0.07068028265037309,0.057508571125727555,0.5044423056925768,0.08935299655488323,0.4615463150941337,0.08489601465724461
3832.731707572937,0.001,0.055307602647820926,0.048237574891784006,0.4410916480731528,0.0847816919455547,0.39702545965831315,0.08477981205570763
4228.402488231659,0.001,0.05120599965676227,0.06376343808829746,0.41801150522537284,0.08269316918276999,0.49076615326705125,0.0792554241187004
4896.786774158478,0.001,0.0484149120412256,0.04481200712284646,0.4007010621233441,0.08172626669094578,0.37153237328507555,0.0819449025680171
5598.303796291351,0.001,0.04508961953276283,0.051957284212891065,0.3821358565175401,0.08032377335378517,0.4554252050189237,0.07538380666019065
6274.179566383362,0.001,0.04502145235325136,0.03608350249422212,0.38264389028742296,0.07998017060573978,0.326432748840651,0.0761787974373051
6938.239058256149,0.001,0.044777376756101245,0.03716422253520095,0.38193141141800535,0.0790460931883601,0.32725644812406396,0.0760212232751762
7604.478932619095,0.001,0.04300837686916802,0.0650960805543025,0.3740274463269852,0.07772082362617623,0.5106110232083491,0.08018903169549899
8274.436171770096,0.001,0.041156128250855704,0.04346703818173754,0.35982713456406146,0.0771737595970472,0.3450809157338507,0.08339399560839823
8941.15031170845,0.001,0.03902226673970808,0.04106912483855994,0.3463706507704602,0.07614898742839678,0.33974304896877294,0.07994540124200966
9597.97769856453,0.001,0.03847741660954593,0.04084685902962258,0.3460139591658061,0.07572023073801722,0.3764377086945876,0.0747877100502525
10257.650849580765,0.001,0.03770974451721026,0.035236491606486224,0.3434427134590473,0.0747254386822372,0.3147929177262439,0.07627963700165029
10906.775030851364,0.001,0.0370797106831935,0.03770015269206444,0.3375322153177392,0.07483885981684683,0.31943069497874016,0.07813292727964907
11564.901525259018,0.001,0.03524699385535242,0.03395444209438613,0.3251395900447255,0.07391153674814968,0.318014958043413,0.07227893052878386
12239.648782253265,0.001,0.035024791968114075,0.03148599885827494,0.32243729895972334,0.07348675569406388,0.3004021702522861,0.07183851875734579
12900.4985601902,0.001,0.03394215005449342,0.030897082772852937,0.3200862208353313,0.07227832854512832,0.2824881722458354,0.07461591456571477
13565.563726902008,0.001,0.035045121251991725,0.03118107211523629,0.3216469646979593,0.07309419349357286,0.29621257159073006,0.071921352963231
14237.88001203537,0.001,0.03207476288469534,0.031647180464632135,0.3065414984034682,0.07150624046570828,0.31418486332908946,0.06893980899178641
14903.327061653137,0.001,0.032961663478227474,0.03148039097707307,0.31316604517706853,0.07162705694298546,0.2789802923769362,0.07496772080633482
15569.28784441948,0.001,0.03110287413877027,0.03238241920852334,0.3017679596943921,0.07037002535554528,0.31316761001895876,0.07027534290837562
16236.163084030151,0.001,0.030938234815287638,0.03249155731566353,0.2994152483015104,0.07061672791985718,0.32844018456516977,0.06951814110143893
16910.245342969894,0.001,0.036162654309004914,0.031792346687876734,0.3194850928482863,0.07309891874308576,0.2984036137277515,0.07172833283362648
17575.403420209885,0.00096,0.029772305755512842,0.02799783144985672,0.2909137602182559,0.06966780907391477,0.2868276273402258,0.06731958237980552
18247.335980415344,0.00096,0.028033179314326494,0.02788224523992884,0.28079379680964933,0.06828020265467624,0.28386724859495555,0.06895622334905856
18907.52660894394,0.00096,0.02775363213948998,0.025953848059955258,0.2785019400227233,0.06840091182172992,0.25460880411597814,0.06855849347509764
19578.757155895233,0.00096,0.028436335098365798,0.026081486018575305,0.2838485937349007,0.06846919313934596,0.2622614752771339,0.06795101915902227
20237.522498369217,0.00096,0.027140189760810483,0.028075600592121434,0.27122086840155546,0.0682351717498639,0.27430442060075655,0.07032276912587435
20955.240758419037,0.00096,0.02747368610991441,0.0264987585150012,0.27627969903154825,0.06766947011941882,0.26277009103128446,0.06867254094797325
21625.376424074173,0.00096,0.02684579756254468,0.03897618670855995,0.27123055215134173,0.06750376071107232,0.40566765344820327,0.06843560174331623
22291.752325057983,0.00096,0.02749133805807006,0.025421402605821073,0.27772468935033995,0.06718907245574487,0.2677533529071073,0.06462164393288926
22957.106241464615,0.00096,0.025822778492387333,0.023759548669251486,0.264396933493935,0.0665197340228271,0.24260721100770438,0.06579312753835594
23675.930641889572,0.00096,0.025645611427875224,0.024658527925542413,0.2633246141193273,0.0665212036647892,0.23955379974444968,0.06830314987400987
24402.29005742073,0.00096,0.025618133542099318,0.02300897223143738,0.26412451405839776,0.06603538318597807,0.2364425854773244,0.06542002754588738
25076.60617184639,0.00096,0.024567233385903862,0.025555807676660245,0.2560894121148865,0.06565765025787958,0.25448917236926116,0.06778148599591798
25730.420384168625,0.00096,0.02470879480583383,0.029688297963508355,0.2575726233145367,0.06545827224948607,0.31929084795273494,0.06488384078675406
26387.55423259735,0.00096,0.024046071103435183,0.024103943732519076,0.251483045941782,0.06500403823297594,0.24572249362080958,0.06647527304889267
27043.744323968887,0.00096,0.02379543193701745,0.022463640182295474,0.25012421732553075,0.06483484406394752,0.22979527516430456,0.06561387281687954
27699.061518907547,0.00096,0.024190598890759602,0.021815474138666337,0.2557784046868263,0.0645793705687427,0.222626638505912,0.06496003338484775
28378.60047674179,0.00096,0.022877716858020255,0.021586762905695094,0.24272098161285022,0.06414295816103635,0.23101760071917035,0.06313421057927128
29045.533173322678,0.00096,0.022671636977250633,0.021470097418336755,0.24042846314039673,0.06430919619273895,0.23124938606047926,0.06306916755524518
29721.351221084595,0.00096,0.022450706123780147,0.02353522418070509,0.23970132917457745,0.06382875039742862,0.24915262916211128,0.06362248013330563
30395.34020137787,0.00096,0.022505649283606193,0.022254927925020943,0.23913576816282267,0.06383772232966119,0.24046378356813994,0.06281402939401284
31048.521535396576,0.00096,0.022251921754444758,0.027775491156039247,0.2376384330527756,0.06356502721368172,0.30544813182290126,0.06325902010928007
31705.119611263275,0.00096,0.021500460704475893,0.022068868352405624,0.22955999657813433,0.06327575372897642,0.23285934079479814,0.0644860954364115
32369.455362558365,0.00096,0.021411207804953952,0.025641766619752388,0.23116946781016423,0.06288637974817377,0.2894905368149631,0.06322966473695886
33033.2145011425,0.00096,0.021730573672453304,0.019773158678270335,0.23485543393060945,0.06295330863182107,0.21168828213004642,0.06238514109824822
33690.71188831329,0.00096,0.0210647663229299,0.02037638793878895,0.225955067858207,0.06266028045661573,0.2176607516916027,0.06301956955678999
34349.80132508278,0.00096,0.020491394883108093,0.0276696017726156,0.22348803682781995,0.061987840316686416,0.2986126177767225,0.06560070003026013
35012.59178805351,0.00096,0.020525724087019984,0.021069417705797122,0.22352135363628006,0.062084970566419664,0.22657502670836246,0.06277293680674051
35673.36525845528,0.00096,0.020140277686304397,0.02641077882699683,0.22037861435963077,0.06160489882242066,0.2921329636576906,0.06304707633970759
36338.807943582535,0.00096,0.02047021371974889,0.028004094079905752,0.22395361274928535,0.06180932290516171,0.27316768902878913,0.0677564852692229
37000.72563457489,0.00096,0.020073026447884793,0.02462423480536173,0.21981985679566665,0.061640189039679806,0.23714916221773133,0.06781951105744737
37683.85444736481,0.0009216,0.019017661468002392,0.01917580226904656,0.20954290392506286,0.060984074816590926,0.2071799462017555,0.06153156833901479
38363.92811918259,0.0009216,0.01928762763563439,0.019432546753146773,0.21367836095086115,0.06102854828759728,0.21660523567224624,0.06047075560494854
39053.54958486557,0.0009216,0.019190053626710026,0.01858099804331009,0.2109659937765768,0.060919527594867094,0.19819086138365863,0.06134645204853656
39728.29572844505,0.0009216,0.019075489563929498,0.021082390218749303,0.2108823791506398,0.06080953394009713,0.22490817268715427,0.06210545631213985
40406.6815469265,0.0009216,0.01809339213953308,0.01923670334866785,0.20084582577337243,0.060306856011198715,0.2176859534853506,0.06104410575801927
41076.59408712387,0.0009216,0.01869779166289204,0.01800644122146844,0.20756610818036939,0.06047351063859541,0.19486627522673505,0.06078381806281934
41751.19629383087,0.0009216,0.018414766365293583,0.021394901824135705,0.20619939191134282,0.06015059101644376,0.21989241562039147,0.06274409435620691
42445.304779052734,0.0009216,0.019384186451124413,0.01843008778473468,0.2109236122968538,0.06109791406650888,0.20166930093397742,0.0613007346276554
43131.04731178284,0.0009216,0.017455062080615102,0.01855089264385923,0.19558459667502315,0.05951765738069028,0.20037960598158883,0.06121934056589536
43827.053584098816,0.0009216,0.01906931267176517,0.017743416281890276,0.20804871765326083,0.06091177808447636,0.19159769149172315,0.06046811853641773
44507.86327958107,0.0009216,0.01722044379643215,0.018399636373702486,0.19362530521440163,0.059148357328048094,0.20852852577792516,0.05993136958375117
45187.441106557846,0.0009216,0.01712501456755427,0.02645434152935939,0.1942989648673209,0.058954887314664944,0.2947224384659182,0.0612771514063219
45867.01535129547,0.0009216,0.017383244863859115,0.017399367846787014,0.1960402789885199,0.0592422024997822,0.18893295352868517,0.060283618852195395
46555.91120696068,0.0009216,0.016857442379138932,0.019951749985744408,0.1914510542236069,0.05890165052875838,0.22695625848352793,0.05942138602486388
47242.67396688461,0.0009216,0.017065453660752867,0.018145342967834915,0.19389763784751168,0.05875898032012776,0.1987834974023581,0.060917873168644436
47924.246301174164,0.0009216,0.01715004157827307,0.018198835509595022,0.19324543097687266,0.05905775706984025,0.192911506742531,0.061849854199598465
48612.78949832916,0.0009216,0.016878525049326507,0.018252360460650756,0.18951682782811638,0.058867020371209125,0.20789060486756766,0.05894742611308539
49276.079241752625,0.0009216,0.016350991493985202,0.019509434249376175,0.1865579782320268,0.05818591264996709,0.2297691335248293,0.05889463030545096
49946.22569036484,0.0009216,0.016495713987950404,0.017704838491455547,0.188026657422176,0.05829373713825888,0.19082347276863282,0.06002357779755417
50624.063084840775,0.0008847359999999999,0.015586420714582671,0.019898687609167832,0.17743369618869934,0.0576609841892578,0.22191395426325983,0.0595040982321576
51291.028604745865,0.0008847359999999999,0.016064042554454115,0.016795766769691203,0.18536456947152247,0.05759886080132199,0.18244865761326468,0.0592678192203007
51957.843917131424,0.0008847359999999999,0.01536637752600973,0.017320391934323668,0.17649963258684734,0.057239552926264835,0.19845330246440107,0.058562977564499547
